Id,District Name,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved
2017S009417    ,Les Corts,Monday,November,13,19,Afternoon,1,0,1,2
2017S009987    ,Les Corts,Thursday,November,30,13,Morning,1,0,1,2
2017S009002    ,Les Corts,Tuesday,October,31,14,Afternoon,1,0,1,2
2017S009481    ,Les Corts,Wednesday,November,15,14,Afternoon,2,0,2,1
2017S003508    ,Les Corts,Wednesday,April,19,23,Night,1,0,1,2
2017S001531    ,Les Corts,Friday,February,24,13,Morning,1,0,1,2
2017S001957    ,Les Corts,Friday,March,10,6,Morning,1,0,1,2
2017S003921    ,Les Corts,Wednesday,May,3,16,Afternoon,1,0,1,2
2017S003420    ,Les Corts,Saturday,April,15,14,Afternoon,1,0,1,2
2017S006448    ,Les Corts,Monday,July,24,15,Afternoon,1,0,1,2
2017S008283    ,Les Corts,Saturday,October,7,17,Afternoon,1,0,1,2
2017S006923    ,Les Corts,Friday,August,11,19,Afternoon,2,0,2,2
2017S004493    ,Les Corts,Sunday,May,21,14,Afternoon,1,0,1,3
2017S008662    ,Les Corts,Friday,October,20,8,Morning,1,0,1,2
2017S008447    ,Sarrià-Sant Gervasi,Saturday,October,14,9,Morning,3,0,3,6
2017S006354    ,Sarrià-Sant Gervasi,Thursday,July,20,15,Afternoon,1,0,1,2
2017S003171    ,Sarrià-Sant Gervasi,Wednesday,April,5,18,Afternoon,1,0,1,2
2017S005113    ,Sarrià-Sant Gervasi,Sunday,June,11,12,Morning,2,0,2,2
2017S010247    ,Sarrià-Sant Gervasi,Monday,December,11,12,Morning,1,0,1,2
2017S003618    ,Sarrià-Sant Gervasi,Saturday,April,22,2,Night,1,0,1,1
2017S008357    ,Sarrià-Sant Gervasi,Tuesday,October,10,16,Afternoon,1,0,1,2
2017S010214    ,Sarrià-Sant Gervasi,Saturday,December,9,13,Morning,1,0,1,2
2017S009213    ,Sarrià-Sant Gervasi,Tuesday,November,7,21,Afternoon,1,0,1,2
2017S003000    ,Sarrià-Sant Gervasi,Saturday,April,1,0,Night,1,0,1,2
2017S003752    ,Sarrià-Sant Gervasi,Thursday,April,27,14,Afternoon,1,0,1,2
2017S006265    ,Sarrià-Sant Gervasi,Tuesday,July,18,13,Morning,1,0,1,2
2017S003802    ,Sarrià-Sant Gervasi,Friday,April,28,21,Afternoon,1,0,1,1
2017S009743    ,Sarrià-Sant Gervasi,Thursday,November,23,15,Afternoon,2,0,2,1
2017S000183    ,Sarrià-Sant Gervasi,Monday,January,9,8,Morning,1,0,1,2
2017S006096    ,Sarrià-Sant Gervasi,Thursday,July,13,11,Morning,2,0,2,3
2017S009461    ,Sarrià-Sant Gervasi,Wednesday,November,15,10,Morning,2,0,2,1
2017S004221    ,Sarrià-Sant Gervasi,Friday,May,12,11,Morning,1,0,1,2
2017S006864    ,Sarrià-Sant Gervasi,Wednesday,August,9,14,Afternoon,1,0,1,2
2017S008570    ,Sarrià-Sant Gervasi,Wednesday,October,18,8,Morning,1,0,1,2
2017S002003    ,Sarrià-Sant Gervasi,Saturday,March,11,18,Afternoon,0,0,0,1
2017S007970    ,Sarrià-Sant Gervasi,Wednesday,September,27,5,Night,1,0,1,2
2017S004206    ,Sarrià-Sant Gervasi,Thursday,May,11,22,Night,1,0,1,2
2017S007415    ,Sarrià-Sant Gervasi,Tuesday,September,5,17,Afternoon,1,0,1,2
2017S006768    ,Sarrià-Sant Gervasi,Friday,August,4,19,Afternoon,3,0,3,2
2017S008375    ,Sarrià-Sant Gervasi,Wednesday,October,11,8,Morning,1,0,1,2
2017S001421    ,Sarrià-Sant Gervasi,Monday,February,20,21,Afternoon,1,0,1,2
2017S002526    ,Sarrià-Sant Gervasi,Wednesday,March,29,18,Afternoon,1,0,1,1
2017S000254    ,Sarrià-Sant Gervasi,Wednesday,January,11,15,Afternoon,1,0,1,2
2017S000961    ,Sarrià-Sant Gervasi,Saturday,February,4,22,Night,1,0,1,2
2017S004659    ,Sarrià-Sant Gervasi,Friday,May,26,16,Afternoon,1,0,1,2
2017S008824    ,Sarrià-Sant Gervasi,Wednesday,October,25,12,Morning,1,0,1,2
2017S004639    ,Sarrià-Sant Gervasi,Friday,May,26,8,Morning,1,1,2,1
2017S010758    ,Sarrià-Sant Gervasi,Friday,December,29,20,Afternoon,1,0,1,2
2017S009926    ,Sarrià-Sant Gervasi,Tuesday,November,28,18,Afternoon,1,0,1,1
2017S005123    ,Sarrià-Sant Gervasi,Monday,June,12,6,Morning,2,0,2,5
2017S000983    ,Sarrià-Sant Gervasi,Monday,February,6,8,Morning,3,0,3,2
2017S001697    ,Sarrià-Sant Gervasi,Wednesday,March,1,17,Afternoon,1,0,1,2
2017S007555    ,Sarrià-Sant Gervasi,Tuesday,September,12,9,Morning,1,0,1,2
2017S010539    ,Sarrià-Sant Gervasi,Wednesday,December,20,13,Morning,0,0,0,4
2017S001047    ,Sarrià-Sant Gervasi,Wednesday,February,8,13,Morning,1,0,1,2
2017S002583    ,Sarrià-Sant Gervasi,Friday,March,31,15,Afternoon,1,0,1,2
2017S007744    ,Sarrià-Sant Gervasi,Tuesday,September,19,9,Morning,1,0,1,2
2017S002500    ,Sarrià-Sant Gervasi,Wednesday,March,29,0,Night,1,0,1,1
2017S006793    ,Sarrià-Sant Gervasi,Sunday,August,6,4,Night,0,0,0,3
2017S010411    ,Sarrià-Sant Gervasi,Saturday,December,16,21,Afternoon,1,0,1,2
2017S001935    ,Sarrià-Sant Gervasi,Thursday,March,9,15,Afternoon,1,0,1,2
2017S006633    ,Sarrià-Sant Gervasi,Sunday,July,30,20,Afternoon,1,0,1,2
2017S003042    ,Sarrià-Sant Gervasi,Sunday,April,2,17,Afternoon,1,0,1,2
2017S005765    ,Sarrià-Sant Gervasi,Monday,July,3,10,Morning,1,0,1,2
2017S000109    ,Sarrià-Sant Gervasi,Thursday,January,5,11,Morning,1,0,1,2
2017S002432    ,Sarrià-Sant Gervasi,Sunday,March,26,20,Afternoon,1,0,1,4
2017S003679    ,Sarrià-Sant Gervasi,Tuesday,April,25,10,Morning,4,0,4,2
2017S005269    ,Sarrià-Sant Gervasi,Friday,June,16,12,Morning,0,0,0,3
2017S004808    ,Sarrià-Sant Gervasi,Wednesday,May,31,21,Afternoon,1,0,1,2
2017S005877    ,Sarrià-Sant Gervasi,Wednesday,July,5,19,Afternoon,1,0,1,1
2017S003922    ,Sarrià-Sant Gervasi,Wednesday,May,3,16,Afternoon,0,0,0,2
2017S006643    ,Sarrià-Sant Gervasi,Monday,July,31,15,Afternoon,1,0,1,3
2017S008741    ,Sarrià-Sant Gervasi,Sunday,October,22,20,Afternoon,0,0,0,2
2017S005253    ,Sarrià-Sant Gervasi,Thursday,June,15,21,Afternoon,0,0,0,1
2017S001844    ,Sarrià-Sant Gervasi,Monday,March,6,15,Afternoon,2,0,2,2
2017S008961    ,Sarrià-Sant Gervasi,Monday,October,30,6,Morning,1,0,1,2
2017S000577    ,Sarrià-Sant Gervasi,Saturday,January,21,21,Afternoon,1,0,1,2
2017S002445    ,Sarrià-Sant Gervasi,Monday,March,27,12,Morning,1,0,1,1
2017S005057    ,Sarrià-Sant Gervasi,Friday,June,9,15,Afternoon,0,0,0,2
2017S001763    ,Sarrià-Sant Gervasi,Friday,March,3,19,Afternoon,2,0,2,2
2017S001174    ,Sarrià-Sant Gervasi,Sunday,February,12,16,Afternoon,1,0,1,2
2017S010640    ,Sarrià-Sant Gervasi,Sunday,December,24,20,Afternoon,1,0,1,3
2017S010432    ,Sarrià-Sant Gervasi,Sunday,December,17,18,Afternoon,0,0,0,1
2017S004340    ,Sarrià-Sant Gervasi,Tuesday,May,16,11,Morning,1,0,1,1
2017S003666    ,Sarrià-Sant Gervasi,Tuesday,April,25,6,Morning,1,0,1,2
2017S005371    ,Sarrià-Sant Gervasi,Monday,June,19,15,Afternoon,1,0,1,1
2017S002307    ,Sarrià-Sant Gervasi,Wednesday,March,22,13,Morning,1,0,1,3
2017S001544    ,Sarrià-Sant Gervasi,Friday,February,24,15,Afternoon,2,0,2,1
2017S005681    ,Sarrià-Sant Gervasi,Thursday,June,29,23,Night,1,0,1,2
2017S002314    ,Sarrià-Sant Gervasi,Wednesday,March,22,22,Night,1,0,1,1
2017S004532    ,Sarrià-Sant Gervasi,Monday,May,22,17,Afternoon,1,0,1,2
2017S005386    ,Sarrià-Sant Gervasi,Monday,June,19,20,Afternoon,1,0,1,2
2017S007506    ,Sarrià-Sant Gervasi,Saturday,September,9,18,Afternoon,0,0,0,2
2017S002448    ,Sarrià-Sant Gervasi,Monday,March,27,14,Afternoon,2,0,2,2
2017S008421    ,Sarrià-Sant Gervasi,Thursday,October,12,21,Afternoon,1,0,1,2
2017S005100    ,Sarrià-Sant Gervasi,Saturday,June,10,16,Afternoon,1,0,1,2
2017S002541    ,Sarrià-Sant Gervasi,Thursday,March,30,10,Morning,1,0,1,2
2017S000334    ,Sarrià-Sant Gervasi,Friday,January,13,16,Afternoon,1,0,1,1
2017S008924    ,Sarrià-Sant Gervasi,Saturday,October,28,16,Afternoon,2,0,2,2
2017S010336    ,Sarrià-Sant Gervasi,Thursday,December,14,14,Afternoon,1,0,1,3
2017S002185    ,Sarrià-Sant Gervasi,Friday,March,17,19,Afternoon,1,0,1,2
2017S000350    ,Sarrià-Sant Gervasi,Saturday,January,14,8,Morning,1,0,1,2
2017S006032    ,Sarrià-Sant Gervasi,Tuesday,July,11,18,Afternoon,1,0,1,2
2017S002228    ,Sarrià-Sant Gervasi,Monday,March,20,12,Morning,1,0,1,2
2017S002476    ,Sarrià-Sant Gervasi,Tuesday,March,28,14,Afternoon,1,0,1,2
2017S007616    ,Sarrià-Sant Gervasi,Thursday,September,14,18,Afternoon,1,0,1,1
2017S004286    ,Sarrià-Sant Gervasi,Friday,May,5,14,Afternoon,0,0,0,2
2017S009766    ,Sarrià-Sant Gervasi,Friday,November,24,8,Morning,1,0,1,2
2017S000485    ,Sarrià-Sant Gervasi,Wednesday,January,18,15,Afternoon,1,0,1,4
2017S001132    ,Sarrià-Sant Gervasi,Friday,February,10,15,Afternoon,0,0,0,2
2017S001915    ,Sarrià-Sant Gervasi,Wednesday,March,8,22,Night,2,0,2,1
2017S004425    ,Sarrià-Sant Gervasi,Tuesday,May,16,16,Afternoon,0,0,0,1
2017S007863    ,Sarrià-Sant Gervasi,Friday,September,22,16,Afternoon,1,0,1,2
2017S008951    ,Sarrià-Sant Gervasi,Sunday,October,29,21,Afternoon,1,0,1,2
2017S009319    ,Sarrià-Sant Gervasi,Friday,November,10,18,Afternoon,2,0,2,2
2017S007833    ,Sarrià-Sant Gervasi,Thursday,September,21,20,Afternoon,1,0,1,2
2017S005999    ,Sarrià-Sant Gervasi,Monday,June,12,14,Afternoon,1,0,1,2
2017S008392    ,Sarrià-Sant Gervasi,Wednesday,October,11,15,Afternoon,1,0,1,3
2017S007182    ,Sarrià-Sant Gervasi,Saturday,August,26,8,Morning,2,0,2,2
2017S008195    ,Sarrià-Sant Gervasi,Wednesday,October,4,17,Afternoon,1,0,1,1
2017S000095    ,Sarrià-Sant Gervasi,Thursday,January,5,2,Night,1,0,1,1
2017S007843    ,Sarrià-Sant Gervasi,Friday,September,22,8,Morning,2,0,2,3
2017S001875    ,Sarrià-Sant Gervasi,Tuesday,March,7,16,Afternoon,2,0,2,2
2017S009651    ,Sarrià-Sant Gervasi,Monday,November,20,21,Afternoon,1,0,1,2
2017S002230    ,Sarrià-Sant Gervasi,Monday,March,20,12,Morning,1,0,1,2
2017S010406    ,Sarrià-Sant Gervasi,Saturday,December,16,18,Afternoon,4,0,4,3
2017S005855    ,Sarrià-Sant Gervasi,Wednesday,July,5,13,Morning,2,0,2,2
2017S004411    ,Sarrià-Sant Gervasi,Thursday,May,18,13,Morning,1,0,1,1
2017S000988    ,Sarrià-Sant Gervasi,Monday,February,6,8,Morning,1,0,1,2
2017S004123    ,Sarrià-Sant Gervasi,Tuesday,May,9,14,Afternoon,0,0,0,2
2017S005005    ,Sarrià-Sant Gervasi,Thursday,June,8,8,Morning,2,1,3,1
2017S009392    ,Sarrià-Sant Gervasi,Monday,November,13,8,Morning,1,0,1,2
2017S005511    ,Sarrià-Sant Gervasi,Friday,June,23,20,Afternoon,1,0,1,2
2017S002467    ,Sarrià-Sant Gervasi,Tuesday,March,28,10,Morning,1,0,1,1
2017S004429    ,Sarrià-Sant Gervasi,Friday,May,19,8,Morning,1,0,1,2
2017S004818    ,Sarrià-Sant Gervasi,Thursday,June,1,15,Afternoon,1,0,1,2
2017S009199    ,Sarrià-Sant Gervasi,Tuesday,November,7,13,Morning,1,0,1,2
2017S000284    ,Sarrià-Sant Gervasi,Thursday,January,12,10,Morning,1,0,1,2
2017S008847    ,Sarrià-Sant Gervasi,Wednesday,October,25,20,Afternoon,1,0,1,2
2017S008642    ,Sarrià-Sant Gervasi,Friday,October,20,0,Night,1,0,1,2
2017S003507    ,Sarrià-Sant Gervasi,Wednesday,April,19,22,Night,2,0,2,2
2017S006372    ,Sarrià-Sant Gervasi,Friday,July,21,9,Morning,1,0,1,2
2017S008230    ,Sarrià-Sant Gervasi,Thursday,October,5,18,Afternoon,1,0,1,2
2017S005254    ,Sarrià-Sant Gervasi,Thursday,June,15,17,Afternoon,2,0,2,2
2017S002094    ,Sarrià-Sant Gervasi,Wednesday,March,15,19,Afternoon,1,0,1,3
2017S005661    ,Sarrià-Sant Gervasi,Thursday,June,29,14,Afternoon,1,0,1,1
2017S008117    ,Sarrià-Sant Gervasi,Monday,October,2,12,Morning,1,0,1,2
2017S004251    ,Sarrià-Sant Gervasi,Saturday,May,13,3,Night,4,0,4,2
2017S008054    ,Sarrià-Sant Gervasi,Friday,September,29,15,Afternoon,1,0,1,2
2017S010733    ,Sarrià-Sant Gervasi,Thursday,December,28,19,Afternoon,0,0,0,2
2017S008163    ,Gràcia,Tuesday,October,3,23,Night,1,0,1,1
2017S006103    ,Gràcia,Thursday,July,6,20,Afternoon,1,0,1,1
2017S009656    ,Gràcia,Tuesday,November,21,8,Morning,1,0,1,2
2017S005210    ,Sarrià-Sant Gervasi,Wednesday,June,14,14,Afternoon,2,0,2,2
2017S004664    ,Gràcia,Friday,May,26,19,Afternoon,1,0,1,2
2017S001076    ,Sarrià-Sant Gervasi,Thursday,February,9,2,Night,0,0,0,1
2017S001916    ,Sarrià-Sant Gervasi,Wednesday,March,8,22,Night,0,0,0,2
2017S005811    ,Gràcia,Tuesday,July,4,11,Morning,1,0,1,2
2017S006802    ,Gràcia,Sunday,August,6,20,Afternoon,1,0,1,1
2017S010740    ,Gràcia,Thursday,December,28,21,Afternoon,1,0,1,3
2017S008361    ,Gràcia,Tuesday,October,10,15,Afternoon,0,0,0,2
2017S006232    ,Gràcia,Monday,July,17,13,Morning,1,0,1,1
2017S002241    ,Gràcia,Monday,March,20,15,Afternoon,1,0,1,2
2017S000626    ,Gràcia,Tuesday,January,24,7,Morning,1,0,1,2
2017S000883    ,Gràcia,Wednesday,February,1,19,Afternoon,1,0,1,2
2017S000343    ,Gràcia,Friday,January,13,14,Afternoon,1,0,1,2
2017S003502    ,Gràcia,Wednesday,April,19,20,Afternoon,1,0,1,2
2017S000812    ,Gràcia,Monday,January,30,18,Afternoon,1,0,1,1
2017S003166    ,Gràcia,Wednesday,April,5,20,Afternoon,1,0,1,2
2017S004845    ,Gràcia,Friday,June,2,7,Morning,1,0,1,2
2017S003160    ,Gràcia,Wednesday,April,5,14,Afternoon,2,0,2,2
2017S000312    ,Gràcia,Friday,January,13,10,Morning,1,0,1,2
2017S000291    ,Gràcia,Thursday,January,12,13,Morning,1,0,1,2
2017S004997    ,Gràcia,Wednesday,June,7,20,Afternoon,1,0,1,2
2017S008887    ,Gràcia,Friday,October,27,8,Morning,3,0,3,2
2017S002484    ,Gràcia,Tuesday,March,28,17,Afternoon,2,0,2,2
2017S008621    ,Gràcia,Thursday,October,19,8,Morning,2,0,2,2
2017S000786    ,Gràcia,Monday,January,30,3,Night,0,0,0,1
2017S006957    ,Gràcia,Sunday,August,13,13,Morning,0,0,0,2
2017S008657    ,Gràcia,Friday,October,20,8,Morning,1,0,1,2
2017S010355    ,Gràcia,Friday,December,15,9,Morning,2,0,2,2
2017S008611    ,Gràcia,Thursday,October,19,7,Morning,1,0,1,2
2017S009144    ,Gràcia,Sunday,November,5,10,Morning,1,0,1,1
2017S002272    ,Gràcia,Tuesday,March,21,14,Afternoon,1,0,1,1
2017S005980    ,Gràcia,Monday,July,10,0,Night,1,0,1,1
2017S000766    ,Gràcia,Sunday,January,29,10,Morning,1,0,1,2
2017S003919    ,Gràcia,Wednesday,May,3,13,Morning,1,0,1,1
2017S002210    ,Gràcia,Sunday,March,19,14,Afternoon,1,0,1,2
2017S009021    ,Gràcia,Tuesday,October,31,22,Night,1,0,1,2
2017S007952    ,Gràcia,Tuesday,September,26,8,Morning,2,0,2,1
2017S001168    ,Gràcia,Saturday,February,11,21,Afternoon,1,0,1,1
2017S006727    ,Gràcia,Thursday,August,3,13,Morning,1,0,1,1
2017S008690    ,Gràcia,Friday,October,20,15,Afternoon,1,0,1,2
2017S007364    ,Gràcia,Sunday,September,3,10,Morning,1,0,1,2
2017S006362    ,Gràcia,Friday,July,21,1,Night,2,0,2,1
2017S010239    ,Gràcia,Monday,December,11,8,Morning,1,0,1,3
2017S003068    ,Gràcia,Saturday,April,1,4,Night,0,0,0,4
2017S000693    ,Gràcia,Thursday,January,26,12,Morning,2,0,2,2
2017S004270    ,Gràcia,Saturday,May,13,22,Night,1,0,1,2
2017S002473    ,Gràcia,Tuesday,March,28,12,Morning,1,0,1,2
2017S010575    ,Gràcia,Thursday,December,21,18,Afternoon,1,0,1,2
2017S006301    ,Gràcia,Wednesday,July,19,11,Morning,2,0,2,1
2017S001038    ,Gràcia,Wednesday,February,8,8,Morning,1,0,1,1
2017S010011    ,Gràcia,Thursday,November,30,17,Afternoon,1,0,1,2
2017S009264    ,Gràcia,Thursday,November,9,12,Morning,0,1,1,2
2017S001590    ,Gràcia,Sunday,February,26,16,Afternoon,1,0,1,2
2017S005608    ,Gràcia,Tuesday,June,27,20,Afternoon,1,0,1,2
2017S004427    ,Gràcia,Friday,May,19,6,Morning,1,0,1,2
2017S000422    ,Gràcia,Monday,January,16,16,Afternoon,2,0,2,1
2017S001675    ,Gràcia,Wednesday,March,1,9,Morning,1,0,1,3
2017S003955    ,Gràcia,Thursday,May,4,11,Morning,0,0,0,2
2017S003333    ,Gràcia,Wednesday,April,12,13,Morning,1,0,1,2
2017S005215    ,Gràcia,Wednesday,June,14,14,Afternoon,1,0,1,2
2017S007793    ,Gràcia,Wednesday,September,20,17,Afternoon,1,0,1,2
2017S005756    ,Gràcia,Monday,July,3,7,Morning,1,0,1,2
2017S003136    ,Gràcia,Wednesday,April,5,9,Morning,2,0,2,2
2017S008519    ,Gràcia,Monday,October,16,19,Afternoon,1,0,1,2
2017S003822    ,Gràcia,Saturday,April,29,20,Afternoon,1,0,1,1
2017S008575    ,Gràcia,Wednesday,October,18,12,Morning,1,0,1,2
2017S010494    ,Gràcia,Tuesday,December,19,12,Morning,1,0,1,2
2017S008321    ,Gràcia,Monday,October,9,13,Morning,2,0,2,2
2017S000180    ,Gràcia,Monday,January,9,1,Night,1,0,1,2
2017S001865    ,Horta-Guinardó,Tuesday,March,7,11,Morning,1,0,1,1
2017S005560    ,Horta-Guinardó,Monday,June,26,15,Afternoon,1,0,1,1
2017S009900    ,Horta-Guinardó,Tuesday,November,28,10,Morning,1,0,1,2
2017S004065    ,Horta-Guinardó,Monday,May,8,7,Morning,1,0,1,3
2017S005968    ,Horta-Guinardó,Sunday,July,9,15,Afternoon,2,0,2,3
2017S007459    ,Horta-Guinardó,Thursday,September,7,16,Afternoon,2,0,2,2
2017S001417    ,Horta-Guinardó,Monday,February,20,18,Afternoon,2,0,2,1
2017S000144    ,Horta-Guinardó,Saturday,January,7,4,Night,0,0,0,1
2017S006856    ,Horta-Guinardó,Wednesday,August,9,6,Morning,1,0,1,2
2017S008954    ,Horta-Guinardó,Monday,October,30,6,Morning,3,0,3,3
2017S008867    ,Horta-Guinardó,Thursday,October,26,16,Afternoon,1,0,1,2
2017S006644    ,Horta-Guinardó,Monday,July,31,17,Afternoon,1,0,1,1
2017S001389    ,Horta-Guinardó,Sunday,February,19,17,Afternoon,1,0,1,3
2017S008845    ,Horta-Guinardó,Wednesday,October,25,20,Afternoon,2,0,2,2
2017S010036    ,Horta-Guinardó,Friday,December,1,12,Morning,1,0,1,2
2017S001303    ,Horta-Guinardó,Thursday,February,16,15,Afternoon,0,0,0,2
2017S009171    ,Horta-Guinardó,Monday,November,6,18,Afternoon,1,0,1,1
2017S003869    ,Horta-Guinardó,Tuesday,May,2,9,Morning,1,0,1,2
2017S000950    ,Horta-Guinardó,Saturday,February,4,9,Morning,2,0,2,2
2017S009784    ,Horta-Guinardó,Friday,November,24,14,Afternoon,1,0,1,2
2017S009970    ,Horta-Guinardó,Wednesday,November,29,20,Afternoon,1,0,1,2
2017S006008    ,Horta-Guinardó,Monday,July,10,14,Afternoon,1,0,1,3
2017S004529    ,Horta-Guinardó,Monday,May,22,11,Morning,1,0,1,2
2017S000116    ,Horta-Guinardó,Thursday,January,5,14,Afternoon,2,0,2,3
2017S007977    ,Horta-Guinardó,Wednesday,September,27,13,Morning,1,0,1,2
2017S005870    ,Horta-Guinardó,Wednesday,July,5,16,Afternoon,1,0,1,2
2017S000822    ,Horta-Guinardó,Tuesday,January,31,8,Morning,1,0,1,1
2017S002076    ,Horta-Guinardó,Wednesday,March,15,8,Morning,2,0,2,2
2017S002584    ,Horta-Guinardó,Friday,March,31,16,Afternoon,1,0,1,2
2017S001290    ,Horta-Guinardó,Thursday,February,16,0,Night,0,0,0,4
2017S006055    ,Horta-Guinardó,Wednesday,July,12,9,Morning,1,0,1,2
2017S009254    ,Horta-Guinardó,Thursday,November,9,8,Morning,1,0,1,2
2017S005840    ,Horta-Guinardó,Wednesday,July,5,10,Morning,1,0,1,2
2017S008530    ,Horta-Guinardó,Monday,October,16,21,Afternoon,1,0,1,1
2017S003771    ,Horta-Guinardó,Thursday,April,27,14,Afternoon,1,0,1,2
2017S003279    ,Horta-Guinardó,Monday,April,10,10,Morning,1,0,1,1
2017S003443    ,Horta-Guinardó,Monday,April,17,18,Afternoon,1,0,1,2
2017S002170    ,Horta-Guinardó,Friday,March,17,20,Afternoon,2,0,2,3
2017S003843    ,Horta-Guinardó,Sunday,April,30,15,Afternoon,1,0,1,2
2017S002428    ,Horta-Guinardó,Sunday,March,26,15,Afternoon,2,0,2,2
2017S001932    ,Horta-Guinardó,Thursday,March,9,14,Afternoon,2,0,2,4
2017S010417    ,Horta-Guinardó,Saturday,December,16,20,Afternoon,2,0,2,3
2017S003753    ,Horta-Guinardó,Thursday,April,27,14,Afternoon,1,0,1,3
2017S002049    ,Horta-Guinardó,Tuesday,March,14,12,Morning,1,0,1,2
2017S003306    ,Horta-Guinardó,Tuesday,April,11,8,Morning,1,0,1,1
2017S000900    ,Horta-Guinardó,Thursday,February,2,13,Morning,1,0,1,2
2017S010235    ,Horta-Guinardó,Sunday,December,10,19,Afternoon,1,0,1,2
2017S002542    ,Horta-Guinardó,Thursday,March,30,9,Morning,1,0,1,1
2017S000740    ,Horta-Guinardó,Saturday,January,28,6,Morning,0,0,0,1
2017S008045    ,Horta-Guinardó,Friday,September,29,13,Morning,1,0,1,1
2017S001495    ,Horta-Guinardó,Thursday,February,23,7,Morning,1,0,1,2
2017S008497    ,Horta-Guinardó,Monday,October,16,8,Morning,2,0,2,2
2017S002490    ,Horta-Guinardó,Tuesday,March,28,18,Afternoon,1,0,1,3
2017S009037    ,Horta-Guinardó,Thursday,November,2,7,Morning,1,0,1,2
2017S007651    ,Horta-Guinardó,Friday,September,15,20,Afternoon,1,0,1,2
2017S001914    ,Horta-Guinardó,Wednesday,March,8,21,Afternoon,1,0,1,2
2017S008311    ,Horta-Guinardó,Sunday,October,8,22,Night,2,0,2,4
2017S010664    ,Horta-Guinardó,Tuesday,December,26,12,Morning,1,0,1,2
2017S000791    ,Horta-Guinardó,Monday,January,30,8,Morning,1,0,1,2
2017S007857    ,Horta-Guinardó,Friday,September,22,15,Afternoon,1,0,1,2
2017S003605    ,Horta-Guinardó,Saturday,April,22,12,Morning,1,0,1,1
2017S007948    ,Horta-Guinardó,Tuesday,September,26,12,Morning,1,0,1,3
2017S009212    ,Horta-Guinardó,Tuesday,November,7,17,Afternoon,1,0,1,2
2017S000318    ,Horta-Guinardó,Friday,January,13,11,Morning,1,0,1,1
2017S010650    ,Horta-Guinardó,Monday,December,25,12,Morning,1,0,1,3
2017S010422    ,Horta-Guinardó,Saturday,December,16,19,Afternoon,1,0,1,2
2017S009832    ,Horta-Guinardó,Saturday,November,25,22,Night,1,0,1,2
2017S007685    ,Horta-Guinardó,Sunday,September,17,1,Night,2,0,2,1
2017S002341    ,Horta-Guinardó,Thursday,March,23,19,Afternoon,2,0,2,2
2017S001089    ,Horta-Guinardó,Thursday,February,9,12,Morning,1,0,1,2
2017S003240    ,Horta-Guinardó,Friday,April,7,23,Night,1,0,1,2
2017S000695    ,Horta-Guinardó,Thursday,January,26,13,Morning,1,0,1,2
2017S000841    ,Horta-Guinardó,Tuesday,January,31,18,Afternoon,1,0,1,1
2017S001747    ,Horta-Guinardó,Friday,March,3,14,Afternoon,1,0,1,1
2017S007880    ,Horta-Guinardó,Saturday,September,23,11,Morning,1,0,1,2
2017S007671    ,Horta-Guinardó,Saturday,September,16,13,Morning,1,0,1,2
2017S005147    ,Horta-Guinardó,Monday,June,12,15,Afternoon,1,0,1,2
2017S006926    ,Horta-Guinardó,Friday,August,11,20,Afternoon,2,0,2,2
2017S010307    ,Horta-Guinardó,Wednesday,December,13,13,Morning,2,0,2,2
2017S005399    ,Horta-Guinardó,Tuesday,June,20,11,Morning,3,0,3,3
2017S006508    ,Horta-Guinardó,Tuesday,July,25,22,Night,1,0,1,1
2017S007395    ,Horta-Guinardó,Tuesday,September,5,8,Morning,1,0,1,1
2017S007529    ,Horta-Guinardó,Monday,September,11,13,Morning,1,0,1,2
2017S003178    ,Nou Barris,Thursday,April,6,8,Morning,1,0,1,5
2017S003779    ,Nou Barris,Friday,April,28,10,Morning,4,0,4,2
2017S009863    ,Nou Barris,Monday,November,27,7,Morning,1,0,1,2
2017S004628    ,Nou Barris,Thursday,May,25,19,Afternoon,1,0,1,1
2017S006192    ,Nou Barris,Sunday,July,16,4,Night,0,0,0,4
2017S002011    ,Nou Barris,Sunday,March,12,14,Afternoon,2,0,2,2
2017S000976    ,Nou Barris,Sunday,February,5,17,Afternoon,1,0,1,2
2017S010716    ,Nou Barris,Wednesday,December,27,19,Afternoon,1,0,1,2
2017S001134    ,Nou Barris,Friday,February,10,16,Afternoon,1,0,1,1
2017S008459    ,Nou Barris,Saturday,October,14,10,Morning,1,0,1,2
2017S001060    ,Nou Barris,Wednesday,February,8,17,Afternoon,1,0,1,1
2017S010194    ,Nou Barris,Friday,December,1,16,Afternoon,1,0,1,2
2017S007119    ,Nou Barris,Wednesday,August,16,10,Morning,1,0,1,4
2017S004559    ,Nou Barris,Tuesday,May,23,14,Afternoon,1,0,1,2
2017S009203    ,Nou Barris,Tuesday,November,7,15,Afternoon,1,0,1,1
2017S003600    ,Nou Barris,Friday,April,21,21,Afternoon,1,0,1,2
2017S005736    ,Nou Barris,Saturday,July,1,22,Night,1,0,1,2
2017S001885    ,Nou Barris,Wednesday,March,8,1,Night,0,0,0,1
2017S004835    ,Nou Barris,Thursday,June,1,20,Afternoon,2,0,2,2
2017S001902    ,Nou Barris,Wednesday,March,8,18,Afternoon,1,0,1,3
